origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
225.0,"P64","III (A)",10064.0,"","P64",,,,,"Spain",5443.0,"III (A)","http://www.abadiamontserrat.net/(S(zfrreq55asgfcn45rsrzlvuf))/Cultura/angles/scriptorium.aspx?newsid=2","Montserrat","",0.0,"2 Frg (3 Bl.)","P67","P. Monts.Roca inv. no. 1","","Abadia de Montserrat","","eP: Mt",
225.0,"P64","III (A)",10064.0,"","P64","g","","",200.0,,,,,,,,,,,,,,,
299.0,"P65","III",10065.0,"","P65","g","","",200.0,"Italy",56.0,"III","https://www.istitutopapirologico.unifi.it","Florence","",0.0,"1 Frg","","PSI inv. 2491","http://ntmss.info/instlogos/IPvitelli.gif","Istituto Papirologico ","","1Th 1,3-2,1. 6-13",
225.0,"P66","III (A)",10066.0,"","P66",,,,,"Switzerland",5444.0,"III (A)","http://www.fondationbodmer.org/","Cologny/Genf","",0.0,"?","","P. Bodmer II","","Bibliotheca Bodmeriana","","eP: J",
225.0,"P66","III (A)",10066.0,"","P66",,,,,"Ireland",5445.0,"III (A)","http://www.cbl.ie/","Dublin","",0.0,1.0,"","CBL BP XIX","http://ntmss.info/instlogos/cbl.png","Chester Beatty Library","53.3422356,-6.2672762","eP: J",
225.0,"P66","III (A)",10066.0,"","P66",,,,,"Germany",5446.0,"III (A)","http://www.uni-koeln.de/phil-fak/ifa/","Köln","",0.0,"?","","Inv. Nr. 4274/4298","http://ntmss.info/instlogos/Koeln.jpg","Institut für Altertumskunde","","eP: J",
225.0,"P66","III (A)",10066.0,"","P66","g","","",200.0,,,,,,,,,,,,,,,
0.0,"P67","",10067.0,"","P67","grc","","",0.0,,,,,,,,,,,,,,,""
699.0,"P68","VII (?)",10068.0,"","P68","g","","",500.0,"Russia",57.0,"VII (?)","http://www.nlr.ru/","St. Petersburg","",0.0,"1 Frg","","Ф. № 906 / Gr. 258b","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","1K 4,12-17.19-5,3",
299.0,"P69","III",10069.0,"","P69","g","","",200.0,"United Kingdom",6098.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 2383","","Sackler Library","","L 22,41.45-48.58-61",
299.0,"P70","III",10070.0,"","P70",,,,,"Italy",5447.0,"III","https://www.istitutopapirologico.unifi.it","Florence","",0.0,"?","","PSI inv. 3407","http://ntmss.info/instlogos/IPvitelli.gif","Istituto Papirologico ","","Mt 2,13-16; 2,22-3,1; 24,3-6; 24,12-15",
299.0,"P70","III",10070.0,"","P70",,,,,"United Kingdom",6099.0,"III","","Oxford","",0.0,"?","","P. Oxy. 2384","","Sackler Library","","Mt 11,26-27; 12,4-5",
299.0,"P70","III",10070.0,"","P70","g","","",200.0,,,,,,,,,,,,,,,
399.0,"P71","IV",10071.0,"","P71","g","","",300.0,"United Kingdom",6100.0,"IV","","Oxford","",0.0,"1Frg","","P. Oxy. 2385","","Sackler Library","","Mt 19,10-11.17-18",
399.0,"P72","III/IV",10072.0,"","P72",,,,,"Switzerland",5449.0,"III/IV","http://www.fondationbodmer.org/","Cologny/Genf","",0.0,"?","","P. Bodmer VII","","Bibliotheca Bodmeriana","","Jd",
399.0,"P72","III/IV",10072.0,"","P72",,,,,"Vatican City",5450.0,"III/IV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,18.0,"","P. Bodmer VIII","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","1P 1,1-5,14; 2P 1,1-3,18",
399.0,"P72","III/IV",10072.0,"","P72","g","","",200.0,,,,,,,,,,,,,,,
699.0,"P73","VII",10073.0,"","P73","g","","",600.0,"Switzerland",60.0,"VII","http://www.fondationbodmer.org/","Cologny/Genf","",0.0,"1 Frg","","P. Bodmer L","","Bibliotheca Bodmeriana","","Mt 25,43; 26,2-3",
699.0,"P74","VII",10074.0,"","P74","g","","",600.0,"Switzerland",61.0,"VII","http://www.fondationbodmer.org/","Cologny/Genf","",0.0,"(124)","","P. Bodmer XVII","","Bibliotheca Bodmeriana","","Act 1,2-28,31+; Jc 1,1-5,20+; 1P 1,1-2.7-8.13.19-20.25; 2,6-7.11-12.18.24; 3,4-5; 2P 2,21; 3,4.11. 16; 1J 1,1.6; 2,1-2.7.13-14.18-19. 25-26; 3,1-2.8. 14.19-20; 4,1.6-7.12.16-17; 5,3-4.9-10.17; 2J 1.6-7.13; 3J 6.12; Jd 3.7.12. 18.24",
225.0,"P75","III (A)",10075.0,"","P75","g","","",200.0,"Vatican City",62.0,"III (A)","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,"50 (64)","","Pap. Hanna.1 (Mater.Verbi)","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","L 3,18-4,2+; 4,34-5,10; 5,37-18,18+; 22,4-24, 53; J 1,1-11,45. 48-57; 12,3-13, 10; 14,8-15,10",
599.0,"P76","VI",10076.0,"","P76","g","","",500.0,"Austria",63.0,"VI","http://www.onb.ac.at/","Wien","",0.0,"1 Frg","","Pap. G. 36102","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","J 4,9.12",
299.0,"P77","II/III",10077.0,"","P77","g","","",100.0,"United Kingdom",6101.0,"II/III","","Oxford","",0.0,"1 Frg","","P. Oxy. 2683","","Sackler Library","","Mt 23,30-39",
399.0,"P78","III/IV",10078.0,"","P78","g","","",200.0,"United Kingdom",6103.0,"III/IV","","Oxford","",0.0,"1 Dbl.","","P. Oxy. 2684","","Sackler Library","","Jd 4.5.7.8",
699.0,"P79","VII",10079.0,"","P79","g","","",600.0,"Germany",66.0,"VII","","Berlin","",0.0,"1 Frg","","P. 6774","","Staatliche Museen zu Berlin Preußischer Kulturbesitz","","H 10,10-12.28-30",
299.0,"P80","III",10080.0,"","P80","g","","",200.0,"Spain",67.0,"III","http://www.abadiamontserrat.net/(S(zfrreq55asgfcn45rsrzlvuf))/Cultura/angles/scriptorium.aspx?newsid=2","Montserrat","",0.0,"1 Frg","","P. Monts.Roca inv. no 83","","Abadia de Montserrat","","J 3,34",
399.0,"P81","IV",10081.0,"","P81","g","","",300.0,"Italy",68.0,"IV","","Trieste","",0.0,"1 Frg","","Nr. 20","","S. Daris","","1P 2,20-3,1.4-12",
499.0,"P82","IV/V",10082.0,"","P82","g","","",300.0,"France",69.0,"IV/V","http://www.bnu.fr/bnu/fr","Strasbourg","",0.0,"1 Frg","","P. Gr. 2677","http://ntmss.info/instlogos/BNUStrasbourg.gif","Bibliothèque nationale universitaire","","L 7,32-34.37-38",
599.0,"P83","VI",10083.0,"","P83","g","","",500.0,"Belgium",70.0,"VI","http://bib.kuleuven.be/bibc/btab/","Leuven","",0.0,"2 Frg","","P.A.M. Khirbet Mird 16, 27","http://ntmss.info/instlogos/UB_Leuven.jpg","KU Leuven Libraries","","Mt 20,23-25.30-31; 23,39-24,1.6",
599.0,"P84","VI",10084.0,"","P84","g","","",500.0,"Belgium",71.0,"VI","http://bib.kuleuven.be/bibc/btab/","Leuven","",0.0,"9 Frg","","P.A.M. Khirbet Mird 4, 11, 26, 27","http://ntmss.info/instlogos/UB_Leuven.jpg","KU Leuven Libraries","","Mc 2,2-5.8-9; 6,30-31.33-34. 36-37.39-41; J 5,5; 17,3.7-8",
499.0,"P85","IV/V",10085.0,"","P85","g","","",300.0,"France",72.0,"IV/V","http://www.bnu.fr/bnu/fr","Strasbourg","",0.0,"3 Frg","","P. Gr. 1028","http://ntmss.info/instlogos/BNUStrasbourg.gif","Bibliothèque nationale universitaire","","Ap 9,19-10,1.5-9",
399.0,"P86","IV",10086.0,"","P86","g","","",300.0,"Germany",73.0,"IV","http://www.uni-koeln.de/phil-fak/ifa/","Köln","",0.0,"1 Frg","","Inv. Nr. 5516","http://ntmss.info/instlogos/Koeln.jpg","Institut für Altertumskunde","","Mt 5,13-16.22-25",
299.0,"P87","III",10087.0,"","P87","g","","",200.0,"Germany",74.0,"III","http://www.uni-koeln.de/phil-fak/ifa/","Köln","",0.0,"1 Frg","","Inv. Nr. 12","http://ntmss.info/instlogos/Koeln.jpg","Institut für Altertumskunde","","Phm 13-15.24-25",
399.0,"P88","IV",10088.0,"","P88","g","","",300.0,"Italy",75.0,"IV","http://milano.unicatt.it/","Milan","",0.0,"1 Dbl.","","P. Med. Inv. Nr. 69.24","http://ntmss.info/instlogos/UniversitaCattolicaMilano_rot.gif","Università Cattolica del Sacro Cuore","","Mc 2,1-26",
399.0,"P89","IV",10089.0,"","P89","g","","",300.0,"Italy",76.0,"IV","http://www.bml.firenze.sbn.it/","Florence","",0.0,"1 Frg","","PFlor. 292 (PLaur. IV 142)","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","H 6,7-9.15-17",
199.0,"P90","II",10090.0,"","P90","g","","",100.0,"United Kingdom",6104.0,"II","","Oxford","",0.0,"1 Frg","","P. Oxy. 3523","","Sackler Library","","J 18,36-19,7",
299.0,"P91","III",10091.0,"","P91",,,,,"Australia",5451.0,"III","http://www.lib.mq.edu.au","Sydney","",0.0,"1 Frg (1 Bl.)","","Inv. 360","http://ntmss.info/instlogos/Macquarie.jpg","Macquarie University","","a",
299.0,"P91","III",10091.0,"","P91",,,,,"Italy",5452.0,"III","http://www.unimi.it/ENG/university/31833.htm","Milan","",0.0,"1 Frg (1 Bl.)","","P. Mil. Vogl. inv. 1224","http://ntmss.info/instlogos/UniMilano.jpg","Universita Degli Studi di Milano","","aP: Act",
299.0,"P91","III",10091.0,"","P91","g","","",200.0,,,,,,,,,,,,,,,
399.0,"P92","III/IV",10092.0,"","P92","g","","",200.0,"Egypt",78.0,"III/IV","","Cairo","",0.0,"2 Frg","","P. Narmuthis inv. 69.39a+69.229a","","The Egyptian Museum","","E 1,11-13.19-21; 2 Th 1,4-5.11-12",
499.0,"P93","V",10093.0,"","P93","g","","",400.0,"Italy",79.0,"V","https://www.istitutopapirologico.unifi.it","Florence","",0.0,"1 Frg","","PSI inv. 108","http://ntmss.info/instlogos/IPvitelli.gif","Istituto Papirologico ","","J 13,15-17",
599.0,"P94","V/VI",10094.0,"","P94","g","","",400.0,"Egypt",80.0,"V/VI","","Cairo","",0.0,"1 Frg","","P. Cair. 10730","","The Egyptian Museum","","R 6,10-13.19-22",
299.0,"P95","III",10095.0,"","P95","g","","",200.0,"Italy",81.0,"III","http://www.bml.firenze.sbn.it/","Florence","",0.0,"1 Frg","","PL II 31","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","J 5,26-29. 36-38",
599.0,"P96","VI",10096.0,"","P96","g-k","","",500.0,"Austria",82.0,"VI","http://www.onb.ac.at/","Wien","",0.0,"1 Frg","","Pap. K. 7244","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","(g-k) Mt 3,10-12 (kopt.); 3,13-15",
699.0,"P97","VI/VII",10097.0,"","P97","g","","",500.0,"Ireland",83.0,"VI/VII","http://www.cbl.ie/","Dublin","",0.0,1.0,"","CBL BP XVII","http://ntmss.info/instlogos/cbl.png","Chester Beatty Library","53.3422356,-6.2672762","L 14,7-14",
250.0,"P98","II (?)",10098.0,"","P98","g","","",150.0,"Egypt",84.0,"II (?)","http://www.ifao.egnet.net","Cairo","",0.0,"1 Frg","","P. IFAO inv. 237b","","French Institute for Eastern Archaeology","","Ap 1,13-20",
425.0,"P99","um 400",10099.0,"","P99","g-l","","",375.0,"Ireland",85.0,"V (A)","http://www.cbl.ie/","Dublin","",0.0,16.0,"","CBL BP XXI","http://ntmss.info/instlogos/cbl.png","Chester Beatty Library","53.3422356,-6.2672762","(g-l) R 1,1; 2K 1,3-17.20-24; 2,1-8,22; 9,2-11,23.26-13,11; G 1,4-11.18-6,15; 1,14-4,9; E 1,4-2,21; 3,8-6,24",
399.0,"P100","III/IV",10100.0,"","P100","g","","",200.0,"United Kingdom",6077.0,"","","Oxford","",0.0,"","","P. Oxy. 4449","","Sackler Library","","",
299.0,"P101","III",10101.0,"","P101","g","","",200.0,"United Kingdom",6088.0,"III","","Oxford","",0.0,"1 Frag","","P. Oxy. 4401","","Sackler Library","","Mt 3,10-12; 3,16-4,3",
399.0,"P102","III/IV",10102.0,"","P102","g","","",200.0,"United Kingdom",6087.0,"III/IV","","Oxford","",0.0,"1 Frg","","P. Oxy. 4402","","Sackler Library","","Mt 4,11-12.22-23",
299.0,"P103","II/III",10103.0,"","P103","g","","",100.0,"United Kingdom",6089.0,"II/III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4403","","Sackler Library","","Mt 13,55-56; 14,3-5",
199.0,"P104","II",10104.0,"","P104","g","","",100.0,"United Kingdom",6090.0,"II","","Oxford","",0.0,"1 Frg","","P. Oxy. 4404","","Sackler Library","","Mt 21,34-37.43-45 (?)",
599.0,"P105","V/VI",10105.0,"","P105","g","","",400.0,"United Kingdom",6091.0,"V/VI","","Oxford","",0.0,"1 Frg","","P. Oxy. 4406","","Sackler Library","","Mt 27,62-64; 28,2-5",
299.0,"P106","III",10106.0,"","P106","g","","",200.0,"United Kingdom",6092.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4445","","Sackler Library","","J 1,29-35.40-46",
299.0,"P107","III",10107.0,"","P107","g","","",200.0,"United Kingdom",6093.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4446","","Sackler Library","","J 17,1-2.11",
299.0,"P108","III",10108.0,"","P108","g","","",200.0,"United Kingdom",6094.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4447","","Sackler Library","","J 17,23-24; 18,1-5",
299.0,"P109","III",10109.0,"","P109","g","","",200.0,"United Kingdom",6095.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4448","","Sackler Library","","J 21,18-20.23-25",
399.0,"P110","IV",10110.0,"","P110","g","","",300.0,"United Kingdom",6096.0,"IV","","Oxford","",0.0,"1 Frg","","P. Oxy. 4494","","Sackler Library","","Mt 10,13-14.25-27",
299.0,"P111","III",10111.0,"","P111","g","","",200.0,"United Kingdom",6106.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4495","","Sackler Library","","L 17,11-13.22-23",
499.0,"P112","V",10112.0,"","P112","g","","",400.0,"United Kingdom",6109.0,"V","","Oxford","",0.0,"1 Frg","","P. Oxy. 4496","","Sackler Library","","Act 26,31-32; 27,6-7",
299.0,"P113","III",10113.0,"","P113","g","","",200.0,"United Kingdom",6111.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4497","","Sackler Library","","R 2,12-13.29",
299.0,"P114","III",10114.0,"","P114","g","","",200.0,"United Kingdom",6112.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4498","","Sackler Library","","H 1,7-12",
399.0,"P115","III/IV",10115.0,"","P115","g","","",200.0,"United Kingdom",6114.0,"III/IV","","Oxford","",0.0,"26 Frg","","P. Oxy. 4499","","Sackler Library","","Ap 2,1-3.13-15.27-29; 3,10-12; 5,8-9; 6,4-6; 8,3-8.11-9,5.7-16.18-10,4. 8; 11,5.8-15.18-12,6.9-10.12-17; 13,1-3.6-12.13-16.17-14,3.5-7.10-11.14-16.18-15,1.5-7",
699.0,"P116","VI/VII",10116.0,"","P116","g","","",500.0,"Austria",102.0,"VI/VII","http://www.onb.ac.at/","Wien","",0.0,"Frg","","Pap. G 42417","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","H 2,9-11; 3,3-6",
499.0,"P117","IV/V",10117.0,"","P117","g","","",300.0,"Germany",103.0,"IV/V","http://www.sub.uni-hamburg.de/sammlungen/hss/index.html","Hamburg","",0.0,"Frg","","P. Hamb. Inv. NS 1002","http://ntmss.info/instlogos/SUB_Hamburg.jpg","Staats- und Universitätsbibliothek","","pP: 2K",
299.0,"P118","III",10118.0,"","P118","g","","",200.0,"Germany",6227.0,"III","http://www.uni-koeln.de/phil-fak/ifa/","Köln","",0.0,"1 (4 Frg)","","Inv. Nr. 10311","http://ntmss.info/instlogos/Koeln.jpg","Institut für Altertumskunde","","R 15, 26-27.32-33; 16, 1.4-7.11-12",
299.0,"P119","III",10119.0,"","P119","g","","",200.0,"United Kingdom",6115.0,"III","","Oxford","",0.0,"Frg","","P. Oxy. 4803","","Sackler Library","","J 1,21-28.38-44",
399.0,"P120","IV",10120.0,"","P120","g","","",300.0,"United Kingdom",6120.0,"IV","","Oxford","",0.0,"2 Frg","","P. Oxy. 4804","","Sackler Library","","J 1,25-28.33-38.42-44",
299.0,"P121","III",10121.0,"","P121","g","","",200.0,"United Kingdom",6121.0,"III","","Oxford","",0.0,"1 Frg","","P. Oxy. 4805","","Sackler Library","","J 19,17-18.25-26",
499.0,"P122","IV/V",10122.0,"","P122","g","","",300.0,"United Kingdom",108.0,"IV/V","","Oxford","",0.0,"Frg","","P. Oxy. 4806","","Sackler Library","","J 21,11-14.22-24",
399.0,"P123","IV",10123.0,"","P123","g","","",300.0,"United Kingdom",6122.0,"IV","","Oxford","",0.0,"1 Frg","","P. Oxy. 4844","","Sackler Library","","1K 14, 31-34; 15,3-6",
599.0,"P124","VI",10124.0,"","P124","g","","",500.0,"United Kingdom",6123.0,"VI","","Oxford","",0.0,"1 Frg","","P. Oxy. 4845","","Sackler Library","","2K 11,1-4.6-9",
399.0,"P125","III/IV",10125.0,"","P125","g","","",200.0,"United Kingdom",6124.0,"III/IV","","Oxford","",0.0,"1 Frg","","P. Oxy. 4934","","Sackler Library","","1P 1,23-2,5.7-12",
399.0,"P126","IV",10126.0,"","P126","g","","",300.0,"Italy",112.0,"IV","https://www.istitutopapirologico.unifi.it","Florence","",0.0,"Frg","","PSI inv. 1497","http://ntmss.info/instlogos/IPvitelli.gif","Istituto Papirologico ","","H 13,12-13.19-20",
499.0,"P127","V",10127.0,"","P127","g","","",400.0,"United Kingdom",6125.0,"V","","Oxford","",0.0,8.0,"","P. Oxy. 4968","","Sackler Library","","Act 10,32-35.40-45; 11,2-5; 11,30-12,3.5.7-9; 15,29-30.34-41; 16,1-4.13-40; 17,1-10",
699.0,"P128","VI/ VII",10128.0,"","P128","g","","",500.0,"USA",5950.0,"","https://www.metmuseum.org","New York, NY","",0.0,"","P44B","Inv. 14.1.527","","The Metropolitan Museum of Art","","",
200.0,"P129","II",10129.0,"","P129","g","","",100.0,"United Kingdom",6549.0,"II","","Oxford","",0.0,"Frg.","","P.Oxy. inv. 106/116(d) + 106/116(c)","","Sackler Library","","1 Cor 7:32-37; 8:10-9:3, 10-16, 27-10:6",
400.0,"P130","III/IV",10130.0,"","P130","g","","",200.0,"United Kingdom",6985.0,"","","Oxford","",0.0,"","","P. Oxy. inv. 513/5(b)","","Sackler Library","","",
300.0,"P131","III",10131.0,"","P131","g","","",200.0,"United Kingdom",6548.0,"III","","Oxford","",0.0,4.0,"","P.Oxy. inv. 29 4B.46/G(4-6)a","","Sackler Library","","R 9:18-21-23, 33-10:4",
399.0,"P132","III/IV",10132.0,"","P132","grc","","",200.0,"United Kingdom",6009.0,"III/IV","","Oxford","",0.0,"1 Frg","","P. Oxy. 5258","","Sackler Library","","Eph 3,21-4,2.14-16",
299.0,"P133","III",10133.0,"","P133","grc","","",200.0,"United Kingdom",6010.0,"III","","Oxford","",0.0,"3 Frg.","","P. Oxy. 5259","","Sackler Library","","1 Tim 3,13-4,8",
399.0,"P134","III/IV",10134.0,"","P134","grc","","",200.0,"USA",6910.0,"","","Austin, TX","",0.0,"","","s.n.","","University of Texas Harry Ransom Center","30.267153,-97.7430608","Jn 1:49-2:1",
499.0,"P135","IV/V",10135.0,"","P135","grc","","",301.0,"Egypt",6986.0,"IV/V","","Cairo","",0.0,2.0,"","s.n.","","Coptic Museum","","Gal 3,21-22.28-29; 4,31-5,6.10-15",
599.0,"P136","VI",10136.0,"","P136","grc","","",501.0,"USA",6022.0,"","https://library.duke.edu/rubenstein/","Durham, NC","",0.0,"","","P. Duke Inv. 1377","","Duke University, David M. Rubenstein Library","","",
299.0,"P137","II/III",10137.0,"","P137","g","","",100.0,"United Kingdom",6126.0,"II/III","","Oxford","",0.0,"2 Frg (1Dbl.)","","P.Oxy. 5345 / 104/14(b)","","Sackler Library","","Mc 1,7-9.16-18",
299.0,"P138","III",10138.0,"","P138","g","","",200.0,"United Kingdom",6127.0,"III","","Oxford","",0.0,"2 Frg (1fol.)","","P.Oxy. 5346 / 101/219(b)","","Sackler Library","","Lk 13, 13-17. 25-30",
399.0,"P139","IV",10139.0,"","P139","g","","",300.0,"United Kingdom",6128.0,"IV","","Oxford","",0.0,1.0,"","P.Oxy. 5347 / 83/66(b)","","Sackler Library","","Phm 6-8. 18-20",
499.0,"P140","V",10140.0,"","P140","grc","","",400.0,"Italy",6320.0,"","https://www.istitutopapirologico.unifi.it","Florence","",0.0,"","","PSI inv. 1971","http://ntmss.info/instlogos/IPvitelli.gif","Istituto Papirologico ","","",
299.0,"P141","III",10141.0,"","P141","grc","","",200.0,"United Kingdom",6624.0,"III","","Oxford","",0.0,"2 Frg.","","P. Oxy. 5478","","Sackler Library","","Lk",
399.0,1.0,"IV",20001.0,"",1.0,"g","","",300.0,"United Kingdom",114.0,"IV","http://www.bl.uk/","London","",0.0,148.0,"","Add. 43725","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","eapr",
499.0,2.0,"V",20002.0,"",2.0,"g","","",400.0,"United Kingdom",115.0,"V","http://www.bl.uk/","London","",0.0,144.0,"","Royal 1 D.VIII","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","eapr †",
399.0,3.0,"IV",20003.0,"",3.0,"g","","",300.0,"Vatican City",116.0,"IV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,142.0,"","Vat. gr. 1209, p. 1235-1518 (p. 1519-1536: GA1957)","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","eap †",
499.0,4.0,"V",20004.0,"",4.0,"g","","",400.0,"France",117.0,"V","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,145.0,"","Gr. 9","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","eapr †",
499.0,5.0,"V",20005.0,"",5.0,"g-l","","",400.0,"United Kingdom",118.0,"V","http://www.lib.cam.ac.uk/","Cambridge","",0.0,415.0,"","Ms. Nn. 2.41","http://ntmss.info/instlogos/cambridge2.jpg","Cambridge University Library","52.2051088,0.1077233","ea †",
599.0,6.0,"VI",20006.0,"",6.0,"g-l","","",500.0,"France",119.0,"VI","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,533.0,"","Gr. 107 AB","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","p †",
799.0,7.0,"VIII",20007.0,"",7.0,"g","","",700.0,"Switzerland",120.0,"VIII","http://www.ub.unibas.ch/","Basel","",0.0,318.0,"","AN III 12","http://ntmss.info/instlogos/BaselUB.gif","Universitätsbibliothek","","e †",
599.0,8.0,"VI",20008.0,"",8.0,"g-l","","",500.0,"United Kingdom",121.0,"VI","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,227.0,"","Ms. Laud. Gr. 35","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","a †",
899.0,9.0,"IX",20009.0,"",9.0,"g","","",800.0,"Netherlands",122.0,"IX","http://www.uu.nl/en/university-library","Utrecht","",0.0,204.0,"","Ms. 1","http://www.uu.nl/sites/all/themes/uubasetheme/images/logo-en.svg","University Library","","e †",
899.0,10.0,"IX",20010.0,"",10.0,"g-l","","",800.0,"United Kingdom",123.0,"IX","","Cambridge","",0.0,136.0,"","B.17.1","","Trinity College","","p †",
899.0,11.0,"IX",20011.0,"",11.0,,,,,"United Kingdom",5453.0,"IX","http://www.bl.uk/","London","",0.0,251.0,"","Harley 5684","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","e †",
899.0,11.0,"IX",20011.0,"",11.0,,,,,"United Kingdom",5454.0,"IX","","Cambridge","",0.0,1.0,"","B.17.20, fol. 172","","Trinity College","","Mt 5,29-31. 39-43",
899.0,11.0,"IX",20011.0,"",11.0,"g","","",800.0,,,,,,,,,,,,,,,
899.0,12.0,"IX",20012.0,"",12.0,"g-l","","",800.0,"Germany",124.0,"IX","","Dresden","",0.0,99.0,"","A 145b","","Sächsische Landesbibliothek","","p †",
899.0,13.0,"IX",20013.0,"",13.0,,,,,"Germany",5455.0,"IX","http://www.sub.uni-hamburg.de/sammlungen/hss/index.html","Hamburg","",0.0,193.0,"","In Scrin. 91","http://ntmss.info/instlogos/SUB_Hamburg.jpg","Staats- und Universitätsbibliothek","","e †",
899.0,13.0,"IX",20013.0,"",13.0,,,,,"United Kingdom",5456.0,"IX","","Cambridge","",0.0,1.0,"","B.17.20 (fol. 173)","","Trinity College","","L 1,3-6. 13-15",
899.0,13.0,"IX",20013.0,"",13.0,"g","","",800.0,,,,,,,,,,,,,,,
899.0,14.0,"IX",20014.0,"",14.0,"g","","",800.0,"Italy",125.0,"IX","http://www.cedoc.mo.it/estense/","Modena","",0.0,43.0,"","α. V. 6. 03 (Puntoni 196) fol. 9-51 (fol. 52-321: 2125)","http://ntmss.info/instlogos/Logo_EstenseModena.jpg","Biblioteca Estense Universitaria ","","a †",
